[2026-05-29T09:57:54.848Z] GET http://localhost:3000/_next/static/chunks/550-23036b7dc9b4e974.js → 200 (52ms, 15483B)
[2026-05-29T09:57:54.901Z] GET http://localhost:3000/_next/static/chunks/app/(dashboard)/dashboard/page-f77a5f4fc5ba979a.js → 200 (1ms, 6821B)
[2026-05-29T09:57:54.902Z] GET http://localhost:3000/_next/static/chunks/878-afecfdc3c035736c.js → 200 (?ms, 13343B)
[2026-05-29T09:57:54.902Z] GET http://localhost:3000/_next/static/chunks/app/(dashboard)/layout-86ea39ceb6b49e3c.js → 200 (?ms, 4644B)
[2026-05-29T09:57:54.907Z] GET http://localhost:3000/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-29T09:57:54.987Z] GET http://localhost:3000/?_rsc=cki2z → 200 (3ms, 12374B)
[2026-05-29T09:57:54.988Z] GET http://localhost:3000/packages?_rsc=cki2z → 200 (12ms, 5829B)
[2026-05-29T09:57:54.989Z] GET http://localhost:3000/alerts?_rsc=cki2z → 200 (13ms, 5729B)
[2026-05-29T09:57:54.989Z] GET http://localhost:3000/repos?_rsc=cki2z → 200 (14ms, 5771B)
[2026-05-29T09:57:54.989Z] GET http://localhost:3000/packages/left-pad?_rsc=cki2z → 200 (18ms, ?B)
[2026-05-29T09:57:55.001Z] GET http://localhost:3000/_next/static/chunks/570-b4ab4d6e81f385e6.js → 200 (?ms, 7397B)
[2026-05-29T09:57:55.001Z] GET http://localhost:3000/_next/static/chunks/app/(public)/page-378e0b3e89ac6f2a.js → 200 (?ms, 23985B)
[2026-05-29T09:57:55.001Z] GET http://localhost:3000/packages/moment?_rsc=cki2z → 200 (10ms, ?B)
[2026-05-29T09:57:55.001Z] GET http://localhost:3000/_next/static/chunks/app/(dashboard)/packages/page-437f3d032a1c4bcf.js → 200 (1ms, 5861B)
[2026-05-29T09:57:55.002Z] GET http://localhost:3000/packages/request?_rsc=cki2z → 200 (5ms, ?B)
[2026-05-29T09:57:55.002Z] GET http://localhost:3000/_next/static/chunks/app/(dashboard)/alerts/page-d51a89e0271e472d.js → 200 (?ms, 7435B)
[2026-05-29T09:57:55.003Z] GET http://localhost:3000/packages/bower?_rsc=cki2z → 200 (8ms, 165B)
[2026-05-29T09:57:55.003Z] GET http://localhost:3000/_next/static/chunks/441-92a83d041056fcf0.js → 200 (?ms, 7289B)
[2026-05-29T09:57:55.003Z] GET http://localhost:3000/_next/static/chunks/110-5d63135f7fc5747f.js → 200 (?ms, 26567B)
[2026-05-29T09:57:55.003Z] GET http://localhost:3000/_next/static/chunks/app/(dashboard)/repos/page-1da32313d92727e3.js → 200 (?ms, 4486B)
[2026-05-29T09:57:55.004Z] GET http://localhost:3000/packages/node-sass?_rsc=cki2z → 200 (7ms, ?B)
[2026-05-29T09:57:55.016Z] GET http://localhost:3000/packages/gulp?_rsc=cki2z → 200 (10ms, ?B)
[2026-05-29T09:57:55.016Z] GET http://localhost:3000/packages/rxjs?_rsc=cki2z → 200 (10ms, ?B)
[2026-05-29T09:57:55.022Z] GET http://localhost:3000/packages/underscore?_rsc=cki2z → 200 (10ms, ?B)
[2026-05-29T09:57:55.024Z] GET http://localhost:3000/packages/nodemailer?_rsc=cki2z → 200 (7ms, ?B)
[2026-05-29T09:57:55.359Z] GET http://localhost:3000/login → 200 (3ms, ?B)
[2026-05-29T09:57:55.373Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 200 (?ms, ?B)
[2026-05-29T09:57:55.374Z] GET http://localhost:3000/_next/static/css/118259c53b2ba41a.css → 200 (17ms, ?B)
[2026-05-29T09:57:55.392Z] GET http://localhost:3000/_next/static/chunks/webpack-68db74319b18262e.js → 200 (?ms, ?B)
[2026-05-29T09:57:55.392Z] GET http://localhost:3000/_next/static/chunks/fd9d1056-d01e9804f4c81514.js → 200 (?ms, ?B)
